document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
De Volkskrant,greenpeace,greenpeace,nou-p(number=sg),1,1,63,38193
De Volkskrant,zelfstandig,zelfstandig,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Trouw,kick,kick,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Het Parool,waal,waal,nou-p(number=sg),1,1,36,22852
Trouw,nascimento,nascimento,nou-p(number=sg),1,1,66,33056
Algemeen Dagblad,branie,branie,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,verzwakken,verzwakt,"vrb(finiteness=part,tense=past)",1,1,260,101023
De Volkskrant,krantenlezer,krantenlezer,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,copd-long,copd-long,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,vehikel,vehikel,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,roerdomp,roerdomp,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Trouw,nascimento,nascimento,nou-p(part-of-multiword=true),1,1,66,33056
Trouw,onverhoopt,onverhoopt,"aa(degree=pos,position=adv|pred)",1,1,66,33056
Algemeen Dagblad,moeilijkheid,moeilijkheid,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,swinkels,swinkels,nou-p(number=sg),1,1,260,101023
Trouw,tekstrol,tekstrol,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,inventief,inventieve,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Trouw,ik,mij,"pd(type=pers,person=3,gender=m,number=sg,position=pron,case=nom)",1,1,66,33056
Het Parool,bereizen,bereisden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,36,22852
NRC,link,linker,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Trouw,voeden,voedt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
Algemeen Dagblad,achteloos,achteloos,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Algemeen Dagblad,teus,teus,nou-p(number=sg),1,1,260,101023
De Volkskrant,coletti,coletti,nou-p(part-of-multiword=true),1,1,63,38193
Algemeen Dagblad,hartverscheurend,hartverscheurende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Algemeen Dagblad,beroepsgeheim,beroepsgeheim,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,speeldoos,speeldoos,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,bedrag,bedrag,"nou-c(gender=n,number=sg)",1,1,36,22852
De Volkskrant,early,early,res(type=for),1,1,63,38193
De Volkskrant,e-sigaret,e-sigaret,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Het Parool,rekenen,rekenen,vrb(finiteness=ger|inf),1,1,36,22852
Het Parool,lamp,lampen,nou-c(number=pl),1,1,36,22852
De Volkskrant,klassiek,klassiek,"aa(degree=pos,position=prenom)",1,1,63,38193
De Volkskrant,speelveld,speelveld,"nou-c(gender=n,number=sg)",1,1,63,38193
De Volkskrant,dragend,dragende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Het Parool,tv-commentator,tv-commentator,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Trouw,electoraal,electoraal,"aa(degree=pos,position=prenom)",1,1,66,33056
De Volkskrant,bouwsteen,bouwstenen,nou-c(number=pl),1,1,63,38193
Algemeen Dagblad,benutten,benutten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,260,101023
Algemeen Dagblad,opdoemen,opdoemen,vrb(finiteness=ger|inf),1,1,260,101023
Algemeen Dagblad,meerkampster,meerkampster,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,regelen,regelen,vrb(finiteness=ger|inf),1,1,36,22852
NRC,percussionist,percussionist,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,boren,boorden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,63,38193
Algemeen Dagblad,middag,middag,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,amateurbasis,amateurbasis,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,moreel,moreel,"aa(degree=pos,position=adv|pred)",1,1,76,38378
Algemeen Dagblad,verlaten,verlaten,"aa(position=prenom,degree=pos)",1,1,260,101023
Algemeen Dagblad,scheppen,scheppen,vrb(finiteness=ger|inf),1,1,260,101023
NRC,informeren,informeren,vrb(finiteness=ger|inf),1,1,76,38378
Algemeen Dagblad,controleren,controleert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,260,101023
De Volkskrant,ingaan,ingegaan,"vrb(finiteness=part,tense=past)",1,1,63,38193
Algemeen Dagblad,morgen,morgen,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,€95,€95,res(type=sym),1,1,36,22852
De Volkskrant,yallop,yallop,nou-p(part-of-multiword=true),1,1,63,38193
NRC,britneyesks,britneyesks,nou-p(number=sg),1,1,76,38378
De Volkskrant,koektrommel,koektrommels,nou-c(number=pl),1,1,63,38193
NRC,wapenproductie,wapenproductie,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,krommingsregel,krommingsregel,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,ziekenhuisopname,ziekenhuisopname,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,spoelen,spoelen,vrb(finiteness=ger|inf),1,1,260,101023
De Volkskrant,overeenkomst,overeenkomsten,nou-c(number=pl),1,1,63,38193
Algemeen Dagblad,conchita,conchita,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,stapelbed,stapelbed,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,aansterken,aansterken,vrb(finiteness=ger|inf),1,1,260,101023
De Volkskrant,hard,hardst,"aa(degree=sup,position=adv|pred)",1,1,63,38193
Het Parool,vervelen,vervelen,vrb(finiteness=ger|inf),1,1,36,22852
De Volkskrant,overlevingskunst,overlevingskunst,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,groepje,groepjes,nou-c(number=pl),1,1,63,38193
De Volkskrant,bewustzijn,bewustzijn,"nou-c(gender=n,number=sg)",1,1,63,38193
De Volkskrant,interbellum,interbellum,"nou-c(gender=n,number=sg)",1,1,63,38193
Algemeen Dagblad,jazz,jazz,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,oud-verzetsman,oud-verzetsmensen,nou-c(number=pl),1,1,260,101023
Het Parool,lobbyen,lobbyt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,36,22852
Trouw,opgraven,opgegraven,"vrb(finiteness=part,tense=past)",1,1,66,33056
NRC,than,than,res(type=for),1,1,76,38378
Het Parool,havengebied,havengebied,"nou-c(gender=n,number=sg)",1,1,36,22852
Algemeen Dagblad,saakes,saakes,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,saakes,saakes,nou-p(number=sg),1,1,260,101023
NRC,uberhaupt,uberhaupt,adv(),1,1,76,38378
Het Parool,beheersen,beheerst,"vrb(finiteness=part,tense=past)",1,1,36,22852
Algemeen Dagblad,5,5,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,bereik,bereik,"nou-c(gender=n,number=sg)",1,1,260,101023
Trouw,pvda'er,pvda'er,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,televisieserie,televisieserie,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,universiteit,universiteit,"nou-c(gender=f|m,number=sg)",1,1,36,22852
De Volkskrant,vliegbeweging,vliegbewegingen,nou-c(number=pl),1,1,63,38193
Algemeen Dagblad,dab+-signaal,dab+-signalen,nou-c(number=pl),1,1,260,101023
Het Parool,populair,populair,"aa(degree=pos,position=adv|pred)",1,1,36,22852
Algemeen Dagblad,stijn,stijn,nou-p(part-of-multiword=true),1,1,260,101023
NRC,jan-wilhelm,jan-wilhelm,nou-p(number=sg),1,1,76,38378
NRC,jaarcijfer,jaarcijfers,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,jorg,jorg,nou-p(part-of-multiword=true),1,1,260,101023
NRC,uitzitten,uitgezeten,"vrb(finiteness=part,tense=past)",1,1,76,38378
Algemeen Dagblad,huizenprijs,huizenprijs,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,variatie,variatie,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,onverhoeds,onverhoeds,"aa(degree=pos,position=adv|pred)",1,1,63,38193
De Volkskrant,winstmarge,winstmarge,"nou-c(gender=f|m,number=sg)",1,1,63,38193
NRC,galm,galm,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,onheilspellend,onheilspellende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
De Volkskrant,curb,curb,res(type=for),1,1,63,38193
De Volkskrant,buigen,buigt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,63,38193
Trouw,weggaan,weggaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
Algemeen Dagblad,intake,intake,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,terugkeren,terugkeerden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,260,101023
Trouw,lezersreactie,lezersreacties,nou-c(number=pl),1,1,66,33056
NRC,pomeriaanfokker,pomeriaanfokker,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,onkunde,onkunde,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,rijkdom,rijkdom,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,darmkankerbehandeling,darmkankerbehandeling,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Het Parool,holistisch,holistische,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,36,22852
NRC,ind-medewerker,ind-medewerkers,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,festivalganger,festivalgangers,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,doorgeslepen,doorgeslepen,"aa(position=prenom,degree=pos)",1,1,260,101023
Het Parool,engerd,engerd,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Algemeen Dagblad,gebruikmaken,gebruikgemaakt,"vrb(finiteness=part,tense=past)",1,1,260,101023
Algemeen Dagblad,verdwijnend,verdwijnende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Algemeen Dagblad,thomas,thomas,nou-p(number=sg),1,1,260,101023
NRC,jan-wilhelm,jan-wilhelm,res(type=sym),1,1,76,38378
Algemeen Dagblad,term,term,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,storm,storm,res(type=for),1,1,76,38378
Trouw,buitenkant,buitenkant,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,true,true,res(type=for),1,1,63,38193
Het Parool,erp,erp,nou-p(number=sg),1,1,36,22852
NRC,beslaan,beslaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
Algemeen Dagblad,13:45,13:45,res(type=sym),1,1,260,101023
Trouw,baanbrekend,baanbrekende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,66,33056
Algemeen Dagblad,rondreizend,rondreizende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Trouw,"2,3","2,3","num(type=card,position=prenom)",1,1,66,33056
Trouw,baril,baril,nou-p(part-of-multiword=true),1,1,66,33056
NRC,crimineel,criminelen,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,familievertier,familievertier,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,helidek,helidek,"nou-c(gender=n,number=sg)",1,1,260,101023
NRC,veroorzaken,veroorzaken,vrb(finiteness=ger|inf),1,1,76,38378
De Volkskrant,rottens,rottens,nou-p(part-of-multiword=true),1,1,63,38193
De Volkskrant,kampen,kampten,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,63,38193
De Volkskrant,41,41,"num(type=card,position=oth|pred)",1,1,63,38193
De Volkskrant,spaarder,spaarders,nou-c(number=pl),1,1,63,38193
Trouw,duurzaam,duurzamer,"aa(degree=comp,position=adv|pred)",1,1,66,33056
De Volkskrant,vervolgen,vervolgd,"vrb(finiteness=part,tense=past)",1,1,63,38193
Algemeen Dagblad,natuurlijkhout,natuurlijkhouten,nou-c(number=pl),1,1,260,101023
NRC,aangaan,aangaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
NRC,dansmove,dansmoves,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,pyjama,pyjama,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,lul,lul,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,popt,popten,nou-c(number=pl),1,1,36,22852
De Volkskrant,inez,inez,nou-p(part-of-multiword=true),1,1,63,38193
Algemeen Dagblad,dromen,dromen,vrb(finiteness=ger|inf),1,1,260,101023
Trouw,ontkennen,ontkent,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
Trouw,vk,vk,nou-p(number=sg),1,1,66,33056
NRC,betreffen,betreffen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,76,38378
NRC,vertrouwensbarometer,vertrouwensbarometer,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,akkoord,akkoord,"nou-c(gender=n,number=sg)",1,1,76,38378
Algemeen Dagblad,onthullen,onthuld,"vrb(finiteness=part,tense=past)",1,1,260,101023
De Volkskrant,rookverbod,rookverbod,"nou-c(gender=n,number=sg)",1,1,63,38193
NRC,akkoord,akkoord,"aa(degree=pos,position=adv|pred)",1,1,76,38378
Trouw,begrijpen,begrijp,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",1,1,66,33056
NRC,keukenlade,keukenlades,nou-c(number=pl),1,1,76,38378
NRC,loopgraaf,loopgraven,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,meegaan,meegaan,vrb(finiteness=ger|inf),1,1,260,101023
NRC,opa,opa,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Trouw,ondermijnen,ondermijnen,vrb(finiteness=ger|inf),1,1,66,33056
NRC,omvangrijk,omvangrijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Algemeen Dagblad,noteren,noteerden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,260,101023
Het Parool,gebruiken,gebruiken,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,36,22852
De Volkskrant,edwin,edwin,nou-p(part-of-multiword=true),1,1,63,38193
De Volkskrant,eu-toetreding,eu-toetreding,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Het Parool,brightonmanager,brightonmanager,nou-p(number=sg),1,1,36,22852
NRC,ontkennen,ontkent,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
NRC,ijzersterk.dat,ijzersterk.dat,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Het Parool,trachten,trachtte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,36,22852
NRC,tambien,tambien,res(type=for),1,1,76,38378
Algemeen Dagblad,tumultueus,tumultueus,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Het Parool,drinken,drinkt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,36,22852
Algemeen Dagblad,taakstraf,taakstraf,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,velsen-zuid,velsen-zuid,nou-p(number=sg),1,1,260,101023
NRC,weekoverzicht,weekoverzicht,"nou-c(gender=n,number=sg)",1,1,76,38378
Trouw,opslagbeurt,opslagbeurt,"nou-c(gender=f|m,number=sg)",1,1,66,33056
NRC,doorvoeren,doorvoerde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,76,38378
NRC,zeggenschap,zeggenschap,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,grasveld,grasveld,"nou-c(gender=n,number=sg)",1,1,260,101023
Trouw,medicatie,medicatie,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,protest,protesten,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,gloednieuw,gloednieuwe,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
De Volkskrant,financieele,financieele,"nou-c(gender=n,number=sg)",1,1,63,38193
Trouw,geplastificeerd,geplastificeerde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,66,33056
Algemeen Dagblad,tuchel,tuchel,nou-p(number=sg),1,1,260,101023
Trouw,duurzaam,duurzaam,"aa(degree=pos,position=prenom)",1,1,66,33056
NRC,winterzwemmer,winterzwemmers,nou-c(number=pl),1,1,76,38378
Trouw,voormiddag,voormiddag,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,zaalvolleybal,zaalvolleybal,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,zaalvolleybal,zaalvolleybal,"nou-c(gender=n,number=sg)",1,1,63,38193
Algemeen Dagblad,goldkimono,goldkimono,nou-p(number=sg),1,1,260,101023
De Volkskrant,spelenderwijs,spelenderwijs,adv(),1,1,63,38193
De Volkskrant,bewegen,bewegen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,63,38193
De Volkskrant,inlopen,inlopen,vrb(finiteness=ger|inf),1,1,63,38193
Trouw,babyperiode,babyperiode,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,schotelen,schotelt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,63,38193
NRC,verreweg,verreweg,adv(),1,1,76,38378
Trouw,delen,deelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,66,33056
De Volkskrant,herstructureringsplan,herstructureringsplan,"nou-c(gender=n,number=sg)",1,1,63,38193
NRC,kampelwum,kampelwa,nou-c(number=pl),1,1,76,38378
NRC,competitiewedstrijd,competitiewedstrijden,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,inspanning,inspanningen,nou-c(number=pl),1,1,260,101023
De Volkskrant,coronavaccin,coronavaccins,nou-c(number=pl),1,1,63,38193
Het Parool,spannen,spannend,"vrb(finiteness=part,tense=pres)",1,1,36,22852
Het Parool,eurovisiezege,eurovisiezege,nou-p(number=sg),1,1,36,22852
Algemeen Dagblad,overspelig,overspelige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
NRC,berucht,beruchte,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Algemeen Dagblad,huizenmarkt,huizenmarkt,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,graffitiwereld,graffitiwereld,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,gezondheidscentrum,gezondheidscentra,nou-c(number=pl),1,1,63,38193
NRC,levenslied,levenslied,"nou-c(gender=n,number=sg)",1,1,76,38378
De Volkskrant,hel,hel,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,helpen,geholpen,"vrb(finiteness=part,tense=past)",1,1,66,33056
NRC,ontbijttafel,ontbijttafel,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,onderkennen,onderkennen,vrb(finiteness=ger|inf),1,1,63,38193
NRC,land,lands,"nou-c(number=sg,case=gen)",1,1,76,38378
De Volkskrant,minister,ministers,nou-c(number=pl),1,1,63,38193
De Volkskrant,vermaard,vermaarde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
NRC,vocht,vocht,"nou-c(gender=n,number=sg)",1,1,76,38378
NRC,traditioneel,traditionele,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Algemeen Dagblad,podium,podia,nou-c(number=pl),1,1,260,101023
De Volkskrant,belanghebbende,belanghebbende,"nou-c(number=sg,case=acc|nom)",1,1,63,38193
NRC,omstander,omstanders,nou-c(number=pl),1,1,76,38378
Het Parool,niet-oorlogsindustrie,niet-oorlogsindustrie,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Algemeen Dagblad,d66-raadslid,d66-raadslid,"nou-c(gender=n,number=sg)",1,1,260,101023
De Volkskrant,einstein,einstein,nou-p(number=sg),1,1,63,38193
NRC,beslissing,beslissing,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Trouw,afzonderlijk,afzonderlijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,66,33056
NRC,kick,kick,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,doorbreken,doorbreken,vrb(finiteness=ger|inf),1,1,260,101023
Het Parool,spelletje,spelletje,"nou-c(gender=n,number=sg)",1,1,36,22852
De Volkskrant,krimpen,gekrompen,"vrb(finiteness=part,tense=past)",1,1,63,38193
De Volkskrant,sinti,sinti,nou-p(number=sg),1,1,63,38193
Algemeen Dagblad,bodem,bodems,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,spotprent,spotprenten,nou-c(number=pl),1,1,260,101023
Trouw,hoogtepunt,hoogtepunten,nou-c(number=pl),1,1,66,33056
De Volkskrant,inholland,inholland,nou-p(number=sg),1,1,63,38193
Trouw,tikkeltje,tikkeltje,"nou-c(gender=n,number=sg)",1,1,66,33056
Algemeen Dagblad,behalen,behaalt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,260,101023
Het Parool,hoofdstuk,hoofdstuk,"nou-c(gender=n,number=sg)",1,1,36,22852
NRC,woonblok,woonblok,"nou-c(gender=n,number=sg)",1,1,76,38378
De Volkskrant,cameron,cameron,nou-p(part-of-multiword=true),1,1,63,38193
NRC,zebra’,zebra’s,nou-c(number=pl),1,1,76,38378
Trouw,bevallen,bevallen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,66,33056
De Volkskrant,softwarebedrijf,softwarebedrijf,"nou-c(gender=n,number=sg)",1,1,63,38193
Algemeen Dagblad,mavo-diploma,mavo-diploma,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,bevoegdheid,bevoegdheid,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,oogsten,oogsten,vrb(finiteness=ger|inf),1,1,63,38193
Trouw,uitspreken,uitspreken,vrb(finiteness=ger|inf),1,1,66,33056
NRC,inefficient,inefficiente,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Het Parool,ongelukkig,ongelukkig,"aa(degree=pos,position=adv|pred)",1,1,36,22852
Het Parool,overleven,overleven,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,36,22852
Algemeen Dagblad,voorval,voorvallen,nou-c(number=pl),1,1,260,101023
NRC,amsterdam-west,amsterdam-west,nou-p(number=sg),1,1,76,38378
Algemeen Dagblad,droog,droge,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
De Volkskrant,aanpakken,aanpakt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,63,38193
De Volkskrant,misten,gemist,"vrb(finiteness=part,tense=past)",1,1,63,38193
Trouw,zichtbaarheid,zichtbaarheid,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Het Parool,topfunctionaris,topfunctionaris,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Het Parool,bestaan,bestaan,"nou-c(gender=n,number=sg)",1,1,36,22852
Algemeen Dagblad,samenhang,samenhang,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,51-procentsnorm,51-procentsnorm,"nou-c(gender=f|m,number=sg)",1,1,63,38193
NRC,beroemen,beroemd,"vrb(finiteness=part,tense=past)",1,1,76,38378
Het Parool,ibbenbur,ibbenburen,nou-c(number=pl),1,1,36,22852
Trouw,uitvoer,uitvoer,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,meekunnen,meekan,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",1,1,260,101023
Het Parool,jens,jens,nou-p(part-of-multiword=true),1,1,36,22852
De Volkskrant,alone,alone,res(type=for),1,1,63,38193
Het Parool,weesp,weesp,nou-p(number=sg),1,1,36,22852
Het Parool,gelijkstaan,gelijkstaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,36,22852
De Volkskrant,oppakken,opgepakt,"vrb(finiteness=part,tense=past)",1,1,63,38193
Algemeen Dagblad,valerie,valerie,nou-p(part-of-multiword=true),1,1,260,101023
NRC,oleh,oleh,nou-p(part-of-multiword=true),1,1,76,38378
Algemeen Dagblad,woonrelatie,woonrelaties,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,binnenbad,binnenbaden,nou-c(number=pl),1,1,260,101023
De Volkskrant,2021,2021,res(type=sym),1,1,63,38193
Algemeen Dagblad,gevechtsvliegtuig,gevechtsvliegtuigen,nou-c(number=pl),1,1,260,101023
NRC,ondermaats,ondermaats,"aa(degree=pos,position=adv|pred)",1,1,76,38378
Het Parool,regisseur,regisseurs,nou-c(number=pl),1,1,36,22852
NRC,kanton)rechter,kanton)rechter,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Het Parool,belgisch,belgisch,"aa(degree=pos,position=prenom)",1,1,36,22852
Algemeen Dagblad,wasje,wasje,"nou-c(gender=n,number=sg)",1,1,260,101023
Het Parool,toezeggen,toezeggen,vrb(finiteness=ger|inf),1,1,36,22852
NRC,krantenstrip-kat,krantenstrip-kat,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,verbannen,verbannen,"vrb(finiteness=part,tense=past)",1,1,76,38378
De Volkskrant,serieus,serieus,"aa(degree=pos,position=prenom)",1,1,63,38193
NRC,puzzelen,puzzelen,vrb(finiteness=ger|inf),1,1,76,38378
De Volkskrant,kanttekening,kanttekeningen,nou-c(number=pl),1,1,63,38193
NRC,robuust,robuust,"aa(degree=pos,position=adv|pred)",1,1,76,38378
De Volkskrant,brusse,brusse,nou-p(number=sg),1,1,63,38193
NRC,warmtepomp,warmtepompen,nou-c(number=pl),1,1,76,38378
NRC,besparing,besparing,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,presenteren,gepresenteerd,"vrb(finiteness=part,tense=past)",1,1,260,101023
De Volkskrant,speels,speels,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Algemeen Dagblad,hiddink,hiddink,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,bedingen,bedongen,"vrb(finiteness=part,tense=past)",1,1,260,101023
Algemeen Dagblad,260.000,260.000,"num(type=card,position=prenom)",1,1,260,101023
De Volkskrant,kijken,gekeken,"vrb(finiteness=part,tense=past)",1,1,63,38193
De Volkskrant,dader,dader,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,boas,boas,nou-p(number=sg),1,1,260,101023
Algemeen Dagblad,vinger,vinger,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,medewerking,medewerking,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,profiteren,profiteren,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,63,38193
Algemeen Dagblad,anderzijds,anderzijds,adv(),1,1,260,101023
