document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Algemeen Dagblad,marrie,marrie,nou-p(part-of-multiword=true),1,1,248,83680
Het Parool,willem,willem,nou-p(part-of-multiword=true),1,1,34,18841
Trouw,overheid,overheden,nou-c(number=pl),1,1,47,23970
Algemeen Dagblad,vooruit,vooruit,adv(),1,1,248,83680
Trouw,kilometer,kilometers,nou-c(number=pl),1,1,47,23970
NRC,guardian,guardian,nou-p(part-of-multiword=true),1,1,53,35488
Het Parool,tijd,tijden,nou-c(number=pl),1,1,34,18841
NRC,krant,kranten,nou-c(number=pl),1,1,53,35488
Algemeen Dagblad,ontmoeten,ontmoette,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,248,83680
Algemeen Dagblad,mosweg,mosweg,nou-p(number=sg),1,1,248,83680
Trouw,komkommer,komkommer,"nou-c(gender=f|m,number=sg)",1,1,47,23970
De Volkskrant,beachvolleybalduo,beachvolleybalduo,"nou-c(gender=f|m,number=sg)",1,1,57,29860
De Volkskrant,verf,verve,"nou-c(gender=f|m,number=sg)",1,1,57,29860
De Volkskrant,gedwongen,gedwongen,"aa(position=prenom,degree=pos)",1,1,57,29860
NRC,fantastisch,fantastisch,"aa(degree=pos,position=adv|pred)",1,1,53,35488
Trouw,internaat,internaat,"nou-c(gender=n,number=sg)",1,1,47,23970
Trouw,scheveningse,scheveningse,nou-p(part-of-multiword=true),1,1,47,23970
NRC,discrepantie,discrepantie,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Algemeen Dagblad,brothers,brothers,nou-p(part-of-multiword=true),1,1,248,83680
De Volkskrant,ambitie,ambitie,"nou-c(gender=f|m,number=sg)",1,1,57,29860
NRC,offensief,offensieven,nou-c(number=pl),1,1,53,35488
De Volkskrant,tonie,tonie,"nou-c(gender=f|m,number=sg)",1,1,57,29860
NRC,overlijden,overlijdt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,53,35488
De Volkskrant,2050,2050,res(type=sym),1,1,57,29860
Algemeen Dagblad,podium,podia,nou-c(number=pl),1,1,248,83680
NRC,caravandak,caravandak,"nou-c(gender=n,number=sg)",1,1,53,35488
De Volkskrant,snijden,gesneden,"vrb(finiteness=part,tense=past)",1,1,57,29860
NRC,regeltje,regeltjes,nou-c(number=pl),1,1,53,35488
De Volkskrant,nassau,nassau,nou-p(number=sg),1,1,57,29860
Het Parool,scherp,scherp,"aa(degree=pos,position=adv|pred)",1,1,34,18841
Algemeen Dagblad,afdeling,afdelingen,nou-c(number=pl),1,1,248,83680
NRC,machelen-zulte,machelen-zulte,nou-p(number=sg),1,1,53,35488
Het Parool,2013,2013,"num(type=card,position=oth|pred)",1,1,34,18841
Algemeen Dagblad,afstemming,afstemming,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,fabriek,fabriek,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,kralingen,kralingen,nou-p(number=sg),1,1,248,83680
Trouw,oranje,oranje,nou-p(number=sg),1,1,47,23970
Het Parool,kampioen,kampioen,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Het Parool,casting,casting,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Het Parool,chippen,chippen,"nou-c(gender=n,number=sg)",1,1,34,18841
Trouw,stammlager,stammlager,nou-p(number=sg),1,1,47,23970
NRC,most,most,res(type=for),1,1,53,35488
Het Parool,omliggend,omliggende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,34,18841
Algemeen Dagblad,kreupel,kreupel,"aa(degree=pos,position=adv|pred)",1,1,248,83680
Algemeen Dagblad,stijgend,stijgende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
Algemeen Dagblad,gewenst,gewenste,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,248,83680
De Volkskrant,pagina,pagina's,nou-c(number=pl),1,1,57,29860
NRC,waarschuwen,gewaarschuwd,"vrb(finiteness=part,tense=past)",1,1,53,35488
De Volkskrant,camera,camera,nou-p(number=sg),1,1,57,29860
Algemeen Dagblad,speling,speling,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,entreebewijs,entreebewijs,"nou-c(gender=n,number=sg)",1,1,248,83680
NRC,documentaire,documentaire,"nou-c(gender=f|m,number=sg)",1,1,53,35488
De Volkskrant,iznik-komkommer,iznik-komkommer,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Algemeen Dagblad,burger,burger,"nou-c(gender=f|m,number=sg)",1,1,248,83680
De Volkskrant,detective,detectives,nou-c(number=pl),1,1,57,29860
De Volkskrant,voorjaar,voorjaar,"nou-c(gender=n,number=sg)",1,1,57,29860
Algemeen Dagblad,onverklaarbaar,onverklaarbare,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
De Volkskrant,komkommerteler,komkommertelers,nou-c(number=pl),1,1,57,29860
Het Parool,deklading,deklading,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Het Parool,verdriedubbelen,verdriedubbeld,"vrb(finiteness=part,tense=past)",1,1,34,18841
NRC,marge,marge,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,rauw,rauwe,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
Het Parool,couperusbuurt,couperusbuurt,"nou-c(gender=f|m,number=sg)",1,1,34,18841
NRC,kraut,kraut,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Algemeen Dagblad,hit,hits,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,voornemen,voornemens,nou-c(number=pl),1,1,248,83680
Het Parool,2,2,"num(type=card,position=prenom)",1,1,34,18841
Trouw,rijbewijs,rijbewijs,"nou-c(gender=n,number=sg)",1,1,47,23970
NRC,restaurant,restaurant,"nou-c(gender=n,number=sg)",1,1,53,35488
Trouw,antillen,antillen,nou-p(part-of-multiword=true),1,1,47,23970
Algemeen Dagblad,marathonloper,marathonlopers,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,begrotingstekort,begrotingstekort,"nou-c(gender=n,number=sg)",1,1,248,83680
De Volkskrant,schrijven,schrijven,vrb(finiteness=ger|inf),1,1,57,29860
Het Parool,bezitting,bezittingen,nou-c(number=pl),1,1,34,18841
De Volkskrant,bemanning,bemanning,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Trouw,oprichtster,oprichtster,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,tweedehands,tweedehands,"aa(degree=pos,position=prenom)",1,1,53,35488
Algemeen Dagblad,sportcentrum,sportcentrums,nou-c(number=pl),1,1,248,83680
Trouw,zacht,zacht,"aa(degree=pos,position=adv|pred)",1,1,47,23970
NRC,wandelen,wandelen,vrb(finiteness=ger|inf),1,1,53,35488
Trouw,milieubewust,milieubewust,"aa(degree=pos,position=adv|pred)",1,1,47,23970
De Volkskrant,narratief,narratief,"aa(degree=pos,position=adv|pred)",1,1,57,29860
NRC,ontwikkelen,ontwikkeld,"vrb(finiteness=part,tense=past)",1,1,53,35488
Algemeen Dagblad,temperen,tempert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,248,83680
NRC,gek,gekste,"aa(degree=sup,position=prenom,formal=infl-e)",1,1,53,35488
Trouw,muurschildering,muurschilderingen,nou-c(number=pl),1,1,47,23970
Algemeen Dagblad,pijntje,pijntjes,nou-c(number=pl),1,1,248,83680
De Volkskrant,prothese,prothese,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Algemeen Dagblad,spoedeisend,spoedeisende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
Trouw,verbeteren,verbeterde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,47,23970
NRC,veerkracht,veerkracht,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,scheur,scheuren,nou-c(number=pl),1,1,53,35488
NRC,openslaan,openslaan,vrb(finiteness=ger|inf),1,1,53,35488
NRC,sieren,siert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,53,35488
Het Parool,2,2,res(type=sym),1,1,34,18841
Trouw,finishen,finishte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,47,23970
Algemeen Dagblad,leven,leefde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,248,83680
Algemeen Dagblad,razendsnel,razendsnel,"aa(degree=pos,position=adv|pred)",1,1,248,83680
Algemeen Dagblad,droog,droge,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
Het Parool,gemeentesubsidie,gemeentesubsidie,"nou-c(gender=f|m,number=sg)",1,1,34,18841
Algemeen Dagblad,onverwachts,onverwachts,"aa(degree=pos,position=adv|pred)",1,1,248,83680
Algemeen Dagblad,sfeervol,sfeervol,"aa(degree=pos,position=prenom)",1,1,248,83680
Algemeen Dagblad,pim,pim,"aa(degree=pos,position=adv|pred)",1,1,248,83680
Algemeen Dagblad,burnley,burnley,nou-p(number=sg),1,1,248,83680
De Volkskrant,seksueel,seksueel,"aa(degree=pos,position=prenom)",1,1,57,29860
Trouw,lezen,lazen,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,47,23970
De Volkskrant,seksueel,seksueel,"aa(degree=pos,position=adv|pred)",1,1,57,29860
NRC,zeiljacht,zeiljacht,"nou-c(gender=n,number=sg)",1,1,53,35488
Trouw,gemiddeld,gemiddeld,"aa(degree=pos,position=prenom)",1,1,47,23970
NRC,onderwaat,onderwater,"aa(degree=comp,position=adv|pred)",1,1,53,35488
Algemeen Dagblad,caspar,caspar,nou-p(part-of-multiword=true),1,1,248,83680
Trouw,campagne,campagne,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Het Parool,reageren,reageerden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,34,18841
NRC,ontknoping,ontknoping,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Trouw,vergeten,vergeet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",1,1,47,23970
NRC,gek,gek,"aa(degree=pos,position=adv|pred)",1,1,53,35488
Algemeen Dagblad,pim,pim,nou-p(number=sg),1,1,248,83680
Algemeen Dagblad,harmelenaar,harmelenaren,nou-c(number=pl),1,1,248,83680
Trouw,neerslaan,neerslaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,47,23970
Algemeen Dagblad,verslaggever,verslaggevers,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,1/3,1/3,"num(type=card,position=prenom)",1,1,248,83680
Algemeen Dagblad,handelwijze,handelwijze,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,noodbevel,noodbevel,"nou-c(gender=n,number=sg)",1,1,53,35488
NRC,kwalijk,kwalijk,"aa(degree=pos,position=adv|pred)",1,1,53,35488
NRC,bergkaas,bergkaas,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,afrekenen,afrekenen,vrb(finiteness=ger|inf),1,1,53,35488
Algemeen Dagblad,volley,volley,nou-p(part-of-multiword=true),1,1,248,83680
Het Parool,captain,captain,"nou-c(gender=f|m,number=sg)",1,1,34,18841
De Volkskrant,boudi,boudi,nou-p(number=sg),1,1,57,29860
Algemeen Dagblad,hoofdkantoor,hoofdkantoor,"nou-c(gender=n,number=sg)",1,1,248,83680
Algemeen Dagblad,cadeau,cadeaus,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,liegen,gelogen,"vrb(finiteness=part,tense=past)",1,1,248,83680
Trouw,diepgeworteld,diepgewortelde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,47,23970
De Volkskrant,arcelormittal,arcelormittal,nou-p(number=sg),1,1,57,29860
Algemeen Dagblad,kruising,kruisingen,nou-c(number=pl),1,1,248,83680
NRC,douche,douche,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Het Parool,1-hit,1-hit,"num(type=card,position=oth|pred)",1,1,34,18841
Trouw,dragen,draagt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,47,23970
Trouw,computer,computer,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Trouw,begeerte,begeerte,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,gebarenles,gebarenlessen,nou-c(number=pl),1,1,53,35488
De Volkskrant,ingredient,ingredienten,nou-c(number=pl),1,1,57,29860
De Volkskrant,hoeven,hoefde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,57,29860
Algemeen Dagblad,harmelenaar,harmelenaar,nou-p(part-of-multiword=true),1,1,248,83680
Trouw,anrooij,anrooij,nou-p(part-of-multiword=true),1,1,47,23970
Algemeen Dagblad,harmelenaar,harmelenaar,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Algemeen Dagblad,afweging,afwegingen,nou-c(number=pl),1,1,248,83680
Trouw,inbreken,inbreken,vrb(finiteness=ger|inf),1,1,47,23970
NRC,amerika,amerika,nou-p(number=sg),1,1,53,35488
De Volkskrant,verstikkend,verstikkender,"aa(degree=comp,position=adv|pred)",1,1,57,29860
Trouw,anrooij,anrooij,nou-p(number=sg),1,1,47,23970
Algemeen Dagblad,dwingen,dwingen,vrb(finiteness=ger|inf),1,1,248,83680
De Volkskrant,gevecht,gevechten,nou-c(number=pl),1,1,57,29860
Algemeen Dagblad,bekrachtigen,bekrachtigd,"vrb(finiteness=part,tense=past)",1,1,248,83680
De Volkskrant,gezamenlijk,gezamenlijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,57,29860
NRC,nagasaki,nagasaki,nou-p(number=sg),1,1,53,35488
NRC,neuraal,neurale,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
Algemeen Dagblad,riem,riemen,nou-c(number=pl),1,1,248,83680
Het Parool,vinden,vinden,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,34,18841
Het Parool,raha,raha,nou-p(number=sg),1,1,34,18841
Algemeen Dagblad,fris,frisse,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
Het Parool,waarbij,waarbij,adv(),1,1,34,18841
Algemeen Dagblad,geheim,geheim,"aa(degree=pos,position=prenom)",1,1,248,83680
Trouw,good,good,res(type=for),1,1,47,23970
Het Parool,zogenoemd,zogenoemde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,34,18841
Algemeen Dagblad,blijk,blijken,nou-c(number=pl),1,1,248,83680
NRC,geletruidrager,geletruidrager,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,viktoriia,viktoriia,nou-p(number=sg),1,1,53,35488
Het Parool,kolonialisme,kolonialisme,"nou-c(gender=n,number=sg)",1,1,34,18841
NRC,toewijzing,toewijzing,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Trouw,leeuwarden,leeuwarden,nou-p(number=sg),1,1,47,23970
NRC,kanaal,kanaal,"nou-c(gender=n,number=sg)",1,1,53,35488
De Volkskrant,progressief,progressief,"aa(degree=pos,position=adv|pred)",1,1,57,29860
NRC,leveren,leveren,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,53,35488
Algemeen Dagblad,kerkstraat,kerkstraat,nou-p(number=sg),1,1,248,83680
Trouw,vervuiling,vervuiling,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Het Parool,collectief,collectief,"aa(degree=pos,position=prenom)",1,1,34,18841
NRC,vertellen,vertelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,53,35488
Het Parool,sprinten,gesprint,"vrb(finiteness=part,tense=past)",1,1,34,18841
NRC,schuur,schuren,nou-c(number=pl),1,1,53,35488
De Volkskrant,intrekken,intrekken,vrb(finiteness=ger|inf),1,1,57,29860
Algemeen Dagblad,flop,flopje,"nou-c(gender=n,number=sg)",1,1,248,83680
NRC,sloopbedrijf,sloopbedrijf,"nou-c(gender=n,number=sg)",1,1,53,35488
Algemeen Dagblad,landelijk,landelijk,"aa(degree=pos,position=prenom)",1,1,248,83680
Algemeen Dagblad,blauwgekleurde,blauwgekleurde,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Trouw,plantage,plantage,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,redes,redes,nou-p(number=sg),1,1,53,35488
Algemeen Dagblad,vrouwtje,vrouwtjes,nou-c(number=pl),1,1,248,83680
Trouw,diepgeworteld,diepgeworteld,"aa(degree=pos,position=adv|pred)",1,1,47,23970
Trouw,inkomsten,inkomsten,nou-c(number=pl),1,1,47,23970
De Volkskrant,kant,kant,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Algemeen Dagblad,tourist,tourist,res(type=for),1,1,248,83680
Algemeen Dagblad,inkomen,inkomen,"nou-c(gender=n,number=sg)",1,1,248,83680
Trouw,aanspannen,aanspande,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,47,23970
Trouw,artificieel,artificiele,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,47,23970
Trouw,zwaar,zwaarst,"aa(degree=sup,position=adv|pred)",1,1,47,23970
Algemeen Dagblad,lossen,lost,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,248,83680
NRC,gloednieuw,gloednieuwe,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
NRC,neerlandaises,neerlandaises,nou-p(part-of-multiword=true),1,1,53,35488
Het Parool,verkapt,verkapte,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,34,18841
Trouw,uitvloeisel,uitvloeisel,"nou-c(gender=n,number=sg)",1,1,47,23970
Algemeen Dagblad,"spelen.""om","spelen.""om",res(type=sym),1,1,248,83680
Algemeen Dagblad,voorbijkomen,voorbijkomt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,248,83680
NRC,kesteren,kesteren,nou-p(number=sg),1,1,53,35488
Trouw,ademhalen,ademhalen,vrb(finiteness=ger|inf),1,1,47,23970
De Volkskrant,giro,giro,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Het Parool,dorpsleven,dorpsleven,"nou-c(gender=n,number=sg)",1,1,34,18841
Het Parool,geslaagd,geslaagde,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,34,18841
Algemeen Dagblad,hoofdgerecht,hoofdgerecht,"nou-c(gender=n,number=sg)",1,1,248,83680
De Volkskrant,westland,westland,nou-p(number=sg),1,1,57,29860
NRC,rapformatie,rapformatie,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,stemgebruik,stemgebruik,"nou-c(gender=n,number=sg)",1,1,53,35488
NRC,zittend,zittende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
Algemeen Dagblad,pim,pim,res(type=sym),1,1,248,83680
NRC,vijfjarig,vijfjarige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
De Volkskrant,friedman,friedman,nou-p(number=sg),1,1,57,29860
De Volkskrant,slipstream,slipstream,"nou-c(gender=f|m,number=sg)",1,1,57,29860
Trouw,maria-hemelvaart,maria-hemelvaart,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,medeweten,medeweten,"nou-c(gender=n,number=sg)",1,1,53,35488
De Volkskrant,omgaan,omging,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,57,29860
Trouw,muurschildering,muurschildering,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Trouw,ali's,ali's,"nou-p(number=sg,case=gen)",1,1,47,23970
Het Parool,herman,herman,nou-p(part-of-multiword=true),1,1,34,18841
De Volkskrant,wereldprimeur,wereldprimeur,"nou-c(gender=f|m,number=sg)",1,1,57,29860
NRC,duifje,duifje,"nou-c(gender=n,number=sg)",1,1,53,35488
Het Parool,1950,1950,"num(type=card,position=oth|pred)",1,1,34,18841
NRC,afgesteld,afgestelde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,53,35488
Algemeen Dagblad,lijfn,lijft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,248,83680
Algemeen Dagblad,nuanceren,nuanceert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,248,83680
De Volkskrant,uiten,geuit,"vrb(finiteness=part,tense=past)",1,1,57,29860
Algemeen Dagblad,mooi,mooist,"nou-c(gender=n,number=sg)",1,1,248,83680
Trouw,spel,spelen,nou-c(number=pl),1,1,47,23970
Algemeen Dagblad,drink,drink,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Trouw,girona,girona,nou-p(number=sg),1,1,47,23970
De Volkskrant,aanleiding,aanleiding,"nou-c(gender=f|m,number=sg)",1,1,57,29860
De Volkskrant,meegaan,meegingen,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,57,29860
Het Parool,bekend,bekende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,34,18841
De Volkskrant,staalbedrijf,staalbedrijven,nou-c(number=pl),1,1,57,29860
NRC,opdrachtgever,opdrachtgevers,nou-c(number=pl),1,1,53,35488
Trouw,vervreemding,vervreemding,"nou-c(gender=f|m,number=sg)",1,1,47,23970
NRC,regisseur,regisseur,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Trouw,integendeel,integendeel,adv(),1,1,47,23970
NRC,prehistorie,prehistorie,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Algemeen Dagblad,handeling,handelingen,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,parkje,parkje,"nou-c(gender=n,number=sg)",1,1,248,83680
NRC,don’ts,don’ts,res(type=for),1,1,53,35488
NRC,ground,ground,res(type=for),1,1,53,35488
NRC,waarna,waarna,adv(),1,1,53,35488
Trouw,bestaande,bestaande,"vrb(finiteness=part,tense=pres)",1,1,47,23970
NRC,ernst,ernst,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Algemeen Dagblad,leidend,leidend,"aa(degree=pos,position=adv|pred)",1,1,248,83680
Trouw,2het,2het,res(type=sym),1,1,47,23970
Algemeen Dagblad,wegleggen,weggelegd,"vrb(finiteness=part,tense=past)",1,1,248,83680
Algemeen Dagblad,juliette,juliette,res(type=for),1,1,248,83680
NRC,14:00,14:00,res(type=sym),1,1,53,35488
De Volkskrant,speelgoed,speelgoed,"nou-c(gender=n,number=sg)",1,1,57,29860
Het Parool,begeleiden,begeleidt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,34,18841
Algemeen Dagblad,annink,annink,nou-p(part-of-multiword=true),1,1,248,83680
NRC,oud-lijfwacht,oud-lijfwacht,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Trouw,shotglaasje,shotglaasjes,nou-c(number=pl),1,1,47,23970
Algemeen Dagblad,gespannen,gespannen,"aa(degree=pos,position=adv|pred)",1,1,248,83680
Trouw,koelen,gekoeld,"vrb(finiteness=part,tense=past)",1,1,47,23970
De Volkskrant,volgen,gevolgd,"vrb(finiteness=part,tense=past)",1,1,57,29860
NRC,vijandig,vijandige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,53,35488
De Volkskrant,verhinderen,verhinderen,vrb(finiteness=ger|inf),1,1,57,29860
Algemeen Dagblad,vermogen,vermogen,"nou-c(gender=n,number=sg)",1,1,248,83680
Trouw,bek,bek,"nou-c(gender=f|m,number=sg)",1,1,47,23970
Het Parool,terence,terence,nou-p(number=sg),1,1,34,18841
NRC,land,lands,"nou-c(number=sg,case=gen)",1,1,53,35488
Het Parool,kwartaalgroei,kwartaalgroei,"nou-c(gender=f|m,number=sg)",1,1,34,18841
NRC,immigratiebeleid,immigratiebeleid,"nou-c(gender=n,number=sg)",1,1,53,35488
De Volkskrant,renaux,renaux,nou-p(part-of-multiword=true),1,1,57,29860
De Volkskrant,folgat,folgat,nou-p(number=sg),1,1,57,29860
Het Parool,marcel,marcel,nou-p(part-of-multiword=true),1,1,34,18841
De Volkskrant,terugverwijzen,terugverwezen,"vrb(finiteness=part,tense=past)",1,1,57,29860
De Volkskrant,overleg,overleg,"nou-c(gender=n,number=sg)",1,1,57,29860
Algemeen Dagblad,lavooij,lavooij,nou-p(part-of-multiword=true),1,1,248,83680
Het Parool,vlijmscherp,vlijmscherpe,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,34,18841
Trouw,regisseur,regisseurs,nou-c(number=pl),1,1,47,23970
Het Parool,beleven,beleeft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,34,18841
Trouw,"122,7","122,7",res(type=sym),1,1,47,23970
Trouw,zwijgen,zwijgen,vrb(finiteness=ger|inf),1,1,47,23970
Algemeen Dagblad,zanger,zangers,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,diender,diender,"nou-c(gender=f|m,number=sg)",1,1,248,83680
Het Parool,uiten,uiten,vrb(finiteness=ger|inf),1,1,34,18841
Algemeen Dagblad,spier,spieren,nou-c(number=pl),1,1,248,83680
Algemeen Dagblad,wilma,wilma,nou-p(number=sg),1,1,248,83680
Algemeen Dagblad,bezoekster,bezoekster,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,wijzen,wijzen,vrb(finiteness=ger|inf),1,1,53,35488
De Volkskrant,nederlander,nederlander,nou-p(number=sg),1,1,57,29860
NRC,upbeat,upbeat,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,wijzen,wijzen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,53,35488
De Volkskrant,televisie,televisie,"nou-c(gender=f|m,number=sg)",1,1,57,29860
De Volkskrant,gewapen,gewapend,"vrb(finiteness=part,tense=pres)",1,1,57,29860
NRC,problematiek,problematiek,"nou-c(gender=f|m,number=sg)",1,1,53,35488
Algemeen Dagblad,deen,deen,nou-p(number=sg),1,1,248,83680
De Volkskrant,heden,heden,adv(),1,1,57,29860
Algemeen Dagblad,inbegrepen,inbegrepen,"aa(degree=pos,position=adv|pred)",1,1,248,83680
De Volkskrant,heden,heden,"nou-c(gender=n,number=sg)",1,1,57,29860
Het Parool,buiten,buiten,adp(type=post),1,1,34,18841
Trouw,significant,significante,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,47,23970
Het Parool,lo,lo,nou-p(number=sg),1,1,34,18841
De Volkskrant,project,projecten,nou-c(number=pl),1,1,57,29860
Trouw,uitgebreid,uitgebreid,"aa(position=prenom,degree=pos)",1,1,47,23970
Het Parool,david,david,nou-p(part-of-multiword=true),1,1,34,18841
De Volkskrant,filmen,gefilmd,"vrb(finiteness=part,tense=past)",1,1,57,29860
Algemeen Dagblad,noordoostelijk,noordoostelijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,248,83680
Algemeen Dagblad,gokje,gokje,"nou-c(gender=n,number=sg)",1,1,248,83680
Het Parool,verwijderen,verwijdert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,34,18841
Trouw,betonen,betonen,"nou-c(gender=n,number=sg)",1,1,47,23970
De Volkskrant,terugverwijzen,terugverwijst,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,57,29860
NRC,impact,impact,"nou-c(gender=f|m,number=sg)",1,1,53,35488
NRC,meines,meines,nou-p(part-of-multiword=true),1,1,53,35488
NRC,cave,cave,res(type=for),1,1,53,35488
Algemeen Dagblad,relateren,gerelateerd,"vrb(finiteness=part,tense=past)",1,1,248,83680
Algemeen Dagblad,ingezetene,ingezetene,"nou-c(gender=f|m,number=sg)",1,1,248,83680
NRC,rekenen,rekende,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,53,35488
