document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Gazet van Antwerpen,schuldbedraagt,schuldbedraagt,nou-c(number=pl),1,1,229,28264
De Ware Tijd,8-jarig,8-jarige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,28561
Het Nieuwsblad,studentendoop,studentendopen,nou-c(number=pl),1,1,954,142827
Gazet van Antwerpen,"6,8","6,8","num(type=card,position=prenom)",1,1,229,28264
De Standaard,hangen,hangen,vrb(finiteness=ger|inf),1,1,148,48749
De Ware Tijd,daaropvolgend,daaropvolgende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,28561
De Standaard,brunner,brunner,nou-p(part-of-multiword=true),1,1,148,48749
De Standaard,brunner,brunner,nou-p(number=sg),1,1,148,48749
De Standaard,bepaald,bepaald,"aa(position=prenom,degree=pos)",1,1,148,48749
De Ware Tijd,vermoeden,vermoedt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,28561
Gazet van Antwerpen,delenword,delenworden,nou-c(number=pl),1,1,229,28264
De Standaard,rollen,rolde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,148,48749
Het Nieuwsblad,tichelt,tichelt,nou-p(number=sg),1,1,954,142827
De Standaard,tv-selectie,tv-selectie,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,hartstilstand,hartstilstand,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,uiteindelijk,uiteindelijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,148,48749
Het Nieuwsblad,dorpskernvernieuwing,dorpskernvernieuwing,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Belang van Limburg,enerzijds,enerzijds,adv(),1,1,81,8993
Gazet van Antwerpen,speciaalbier,speciaalbieren,nou-c(number=pl),1,1,229,28264
Gazet van Antwerpen,hoor,hoor,adp(type=post),1,1,229,28264
De Standaard,doorduwen,doorduwen,vrb(finiteness=ger|inf),1,1,148,48749
De Standaard,massaal,massaal,"aa(degree=pos,position=adv|pred)",1,1,148,48749
Het Nieuwsblad,lets-antwerpen,lets-antwerpen,nou-p(number=sg),1,1,954,142827
De Standaard,gebruikersovereenkomst,gebruikersovereenkomst,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,ommekeer,ommekeer,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,afstandschot,afstandschot,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,seifferman,seifferman,nou-p(number=sg),1,1,954,142827
Het Belang van Limburg,hard,hard,"aa(degree=pos,position=adv|pred)",1,1,81,8993
Het Belang van Limburg,constructie,constructie,"nou-c(gender=f|m,number=sg)",1,1,81,8993
De Standaard,voorspoedig,voorspoedige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,148,48749
Het Nieuwsblad,vrachtverkeer,vrachtverkeer,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,n70,n70,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,petattenworp,petattenworp,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,controversieel,controversieel,"aa(degree=pos,position=adv|pred)",1,1,148,48749
De Standaard,vergewissen,vergewissen,vrb(finiteness=ger|inf),1,1,148,48749
Gazet van Antwerpen,1'40,1'40,"num(type=card,position=oth|pred)",1,1,229,28264
De Standaard,interessant,interessanter,"aa(degree=comp,position=adv|pred)",1,1,148,48749
Het Nieuwsblad,getuige,getuige,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,verheyden,verheyden,nou-p(number=sg),1,1,954,142827
De Standaard,hoare,hoare,nou-p(part-of-multiword=true),1,1,148,48749
De Standaard,filiaal,filialen,nou-c(number=pl),1,1,148,48749
De Standaard,4oktober,4oktober,nou-p(number=sg),1,1,148,48749
Het Nieuwsblad,teelaarde,teelaarde,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Ware Tijd,bacterie,bacterien,nou-c(number=pl),1,1,76,28561
Gazet van Antwerpen,discriminerend,discriminerend,"aa(degree=pos,position=adv|pred)",1,1,229,28264
Het Nieuwsblad,binden,bond,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,954,142827
Gazet van Antwerpen,vrijdagavond,vrijdagavond,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,prompt,prompt,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Het Belang van Limburg,kopen,gekocht,"vrb(finiteness=part,tense=past)",1,1,81,8993
De Standaard,scheen,schenen,nou-c(number=pl),1,1,148,48749
Gazet van Antwerpen,brutaal,brutaal,"aa(degree=pos,position=adv|pred)",1,1,229,28264
Het Nieuwsblad,tibari,tibari,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,lanceren,gelanceerd,"vrb(finiteness=part,tense=past)",1,1,954,142827
Gazet van Antwerpen,gaatverliezen,gaatverloren,"vrb(finiteness=part,tense=past)",1,1,229,28264
De Standaard,hangen,hangen,"nou-c(gender=n,number=sg)",1,1,148,48749
De Standaard,wit-rusland0-1,wit-rusland0-1,nou-c(number=pl),1,1,148,48749
Het Nieuwsblad,bergensesteenweg,bergensesteenweg,nou-p(number=sg),1,1,954,142827
Het Belang van Limburg,grondgebied,grondgebied,"nou-c(gender=n,number=sg)",1,1,81,8993
Gazet van Antwerpen,tien,tien,"num(type=card,position=oth|pred)",1,1,229,28264
Starnieuws,sociaal,sociale,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,11,3035
De Standaard,telefoongesprek,telefoongesprekken,nou-c(number=pl),1,1,148,48749
De Standaard,meeregeren,meeregeren,vrb(finiteness=ger|inf),1,1,148,48749
Gazet van Antwerpen,debrasschaats,debrasschaatse,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,229,28264
Het Nieuwsblad,pluimveehouder,pluimveehouders,nou-c(number=pl),1,1,954,142827
Gazet van Antwerpen,schuiven,schuiven,vrb(finiteness=ger|inf),1,1,229,28264
De Ware Tijd,hoef-draads,hoef-draads,nou-p(number=sg),1,1,76,28561
Gazet van Antwerpen,toestroom,toestroom,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,comfortabel,comfortabeler,"aa(degree=comp,position=adv|pred)",1,1,954,142827
Het Nieuwsblad,bespreken,bespreken,vrb(finiteness=ger|inf),1,1,954,142827
Gazet van Antwerpen,voorbehouden,voorbehouden,"vrb(finiteness=part,tense=past)",1,1,229,28264
Het Nieuwsblad,vestiging,vestigingen,nou-c(number=pl),1,1,954,142827
Gazet van Antwerpen,commotie,commotie,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,roer,roer,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,troyer,troyer,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,zusterclub,zusterclub,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,uiteenlopend,uiteenlopende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,148,48749
Het Nieuwsblad,monteren,gemonteerd,"vrb(finiteness=part,tense=past)",1,1,954,142827
Het Nieuwsblad,clubcoach,clubcoach,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,temmermans,temmermans,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,parkeerschijf,parkeerschijf,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,gooien,gooit,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,954,142827
Het Nieuwsblad,lachen,lachend,"vrb(finiteness=part,tense=pres)",1,1,954,142827
De Standaard,remspoor,remspoor,"nou-c(gender=n,number=sg)",1,1,148,48749
Het Nieuwsblad,busje,busje,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Belang van Limburg,receptie,receptie,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Nieuwsblad,beboeten,beboeten,vrb(finiteness=ger|inf),1,1,954,142827
Het Nieuwsblad,compensatiegeval,compensatiegeval,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Gazet van Antwerpen,rund,rund,"nou-c(gender=n,number=sg)",1,1,229,28264
Het Nieuwsblad,fietsen,gefietst,"vrb(finiteness=part,tense=past)",1,1,954,142827
Het Nieuwsblad,overheid,overheden,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,radiostation,radiostation,"nou-c(gender=n,number=sg)",1,1,954,142827
De Standaard,zacht,zachtst,"aa(degree=sup,position=adv|pred)",1,1,148,48749
De Standaard,schudden,schud,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",1,1,148,48749
Het Nieuwsblad,jitsu,jitsu,res(type=for),1,1,954,142827
Het Nieuwsblad,soignies,soignies,nou-p(number=sg),1,1,954,142827
Starnieuws,welk,welke,"pd(type=w-p,position=prenom)",1,1,11,3035
Het Nieuwsblad,"3,5euro","3,5euro","nou-c(gender=f|m,number=sg)",1,1,954,142827
Gazet van Antwerpen,"mogelijk”,geefn","mogelijk”,geeft","vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,229,28264
Het Nieuwsblad,remadna,remadna,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,verschuiven,verschoven,"vrb(finiteness=part,tense=past)",1,1,954,142827
Het Nieuwsblad,putting,putting,res(type=for),1,1,954,142827
Gazet van Antwerpen,meyer,meyer,nou-p(number=sg),1,1,229,28264
Het Nieuwsblad,liter,liters,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,sint-elisabethziekenhuis,sint-elisabethziekenhuis,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,spulletje,spulletjes,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,ied,iederen,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,gerings,gerings,nou-p(number=sg),1,1,954,142827
Gazet van Antwerpen,herinnering,herinneringen,nou-c(number=pl),1,1,229,28264
De Standaard,bevolkingsgroep,bevolkingsgroepen,nou-c(number=pl),1,1,148,48749
De Standaard,greco,greco,nou-p(part-of-multiword=true),1,1,148,48749
De Ware Tijd,werkervaring,werkervaring,"nou-c(gender=f|m,number=sg)",1,1,76,28561
Gazet van Antwerpen,achtste,achtste,"num(type=ord,position=prenom)",1,1,229,28264
Gazet van Antwerpen,eindeloos,eindeloze,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,229,28264
Het Nieuwsblad,zoetekauw,zoetekauw,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,menen,menen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,148,48749
Het Nieuwsblad,voorkomen,voorkomt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,954,142827
Het Nieuwsblad,gooris,gooris,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,verkrachten,verkrachten,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Belang van Limburg,uitleven,uitleven,vrb(finiteness=ger|inf),1,1,81,8993
De Standaard,musical,musical,nou-p(number=sg),1,1,148,48749
Starnieuws,want,want,conj(type=coor),1,1,11,3035
Het Belang van Limburg,water,water,"nou-c(gender=n,number=sg)",1,1,81,8993
De Standaard,letter,letter,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,pro,pro,adp(type=pre),1,1,148,48749
Het Nieuwsblad,rue,rue,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,commissaris,commissarissen,nou-c(number=pl),1,1,954,142827
De Standaard,2.slovakije1100103,2.slovakije1100103,res(type=sym),1,1,148,48749
Gazet van Antwerpen,degene,degene,"pd(type=dem,position=pron)",1,1,229,28264
Het Belang van Limburg,beklaagd,beklaagde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,81,8993
Het Nieuwsblad,ludiek,ludieks,"aa(degree=pos,position=postnom,case=gen,formal=infl-s)",1,1,954,142827
Het Nieuwsblad,gemoedelijk,gemoedelijke,"nou-c(number=sg,case=acc|nom)",1,1,954,142827
Het Nieuwsblad,branding,branding,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,vreselijk,vreselijk,"aa(degree=pos,position=adv|pred)",1,1,148,48749
De Standaard,bebouwing,bebouwing,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,entourage,entourage,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Ware Tijd,vacature,vacatures,nou-c(number=pl),1,1,76,28561
Gazet van Antwerpen,uitslag,uitslagen,nou-c(number=pl),1,1,229,28264
Gazet van Antwerpen,as,as,res(type=for),1,1,229,28264
De Standaard,regenzone,regenzone,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,ontkennen,ontkende,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,148,48749
Het Nieuwsblad,opvangen,opvangen,"nou-c(gender=n,number=sg)",1,1,954,142827
De Standaard,aangeven,aangegeven,"vrb(finiteness=part,tense=past)",1,1,148,48749
Het Nieuwsblad,vanmensbrugge,vanmensbrugge,nou-p(number=sg),1,1,954,142827
Het Belang van Limburg,beha,beha,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Belang van Limburg,memorial,memorial,nou-p(part-of-multiword=true),1,1,81,8993
Het Belang van Limburg,memorial,memorial,nou-p(number=sg),1,1,81,8993
Het Nieuwsblad,bezeten,bezeten,"aa(degree=pos,position=prenom)",1,1,954,142827
Het Nieuwsblad,35-jarig,35-jarige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Gazet van Antwerpen,agrarisch,agrarisch,"aa(degree=pos,position=prenom)",1,1,229,28264
Het Nieuwsblad,albertkanaal,albertkanaal,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,geintje,geintje,"nou-c(gender=n,number=sg)",1,1,954,142827
Gazet van Antwerpen,bewustelening,bewustelening,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Belang van Limburg,persoon,personen,nou-c(number=pl),1,1,81,8993
De Ware Tijd,voorstellen,voorgesteld,"vrb(finiteness=part,tense=past)",1,1,76,28561
Gazet van Antwerpen,as,as,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Gazet van Antwerpen,trap,trap,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Gazet van Antwerpen,peiling,peiling,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,clown,clowns,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,aangekocht,aangekochte,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,954,142827
Gazet van Antwerpen,teisteren,geteisterd,"vrb(finiteness=part,tense=past)",1,1,229,28264
Het Nieuwsblad,kot,kot,"nou-c(gender=n,number=sg)",1,1,954,142827
De Standaard,herleiden,herleid,"vrb(finiteness=part,tense=past)",1,1,148,48749
De Standaard,pays,pays,res(type=for),1,1,148,48749
Het Nieuwsblad,kampvuur,kampvuur,"nou-c(gender=n,number=sg)",1,1,954,142827
Starnieuws,behalen,behalen,vrb(finiteness=ger|inf),1,1,11,3035
Het Nieuwsblad,varieren,varieren,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,954,142827
Het Belang van Limburg,begeleiden,begeleiden,vrb(finiteness=ger|inf),1,1,81,8993
Het Nieuwsblad,kraken,kraakt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,954,142827
Het Nieuwsblad,fietsroute,fietsroutes,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,contrast,contrasten,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,giovanni,giovanni,nou-p(part-of-multiword=true),1,1,954,142827
De Standaard,fermette,fermette,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Gazet van Antwerpen,simpelweg,simpelweg,adv(),1,1,229,28264
Het Nieuwsblad,ruyskensvelde,ruyskensvelde,nou-p(part-of-multiword=true),1,1,954,142827
De Standaard,sneeuw,sneeuw,"nou-c(gender=f|m,number=sg)",1,1,148,48749
De Standaard,verschillen,verschillen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,148,48749
Het Nieuwsblad,"6,8","6,8","num(type=card,position=prenom)",1,1,954,142827
Gazet van Antwerpen,bijeenbrengen,bijeengebracht,"vrb(finiteness=part,tense=past)",1,1,229,28264
De Standaard,daad,daden,nou-c(number=pl),1,1,148,48749
De Standaard,avenue,avenue,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,ivanovic,ivanovic,nou-p(number=sg),1,1,954,142827
De Standaard,happy,happy,"aa(degree=pos,position=prenom)",1,1,148,48749
De Standaard,nachtwinkel,nachtwinkel,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Gazet van Antwerpen,winkelas,winkelas,"nou-c(gender=f|m,number=sg)",1,1,229,28264
De Standaard,gisterenmiddag,gisterenmiddag,adv(),1,1,148,48749
Gazet van Antwerpen,moetenuit,moetenuit,res(type=sym),1,1,229,28264
Gazet van Antwerpen,normaal,normaal,"aa(degree=pos,position=prenom)",1,1,229,28264
Het Belang van Limburg,heusden-zolder,heusden-zolder,nou-p(number=sg),1,1,81,8993
De Standaard,prestatietocht,prestatietocht,"nou-c(gender=n,number=sg)",1,1,148,48749
De Ware Tijd,assessmentronde,assessmentronde,"nou-c(gender=f|m,number=sg)",1,1,76,28561
Het Nieuwsblad,bedragen,bedragen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,954,142827
Het Belang van Limburg,hoed,hoed,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Nieuwsblad,watertorenstraat,watertorenstraat,nou-p(number=sg),1,1,954,142827
De Standaard,fysiek,fysieke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,148,48749
Het Nieuwsblad,57,57,"num(type=card,position=oth|pred)",1,1,954,142827
Het Nieuwsblad,57,57,"num(type=card,position=prenom)",1,1,954,142827
Gazet van Antwerpen,tweemaalgetraind,tweemaalgetraind,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,bentillenaar,bentillenaar,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,fiasco,fiasco,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,eeuwenoud,eeuwenoude,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
De Standaard,universitair,universitair,"aa(degree=pos,position=prenom)",1,1,148,48749
Het Belang van Limburg,opfrissen,opgefrist,"vrb(finiteness=part,tense=past)",1,1,81,8993
Gazet van Antwerpen,kat,kat,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Gazet van Antwerpen,getuigen,getuigt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,229,28264
Gazet van Antwerpen,spoelen,spoelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,229,28264
Gazet van Antwerpen,geneesmiddel,geneesmiddelen,nou-c(number=pl),1,1,229,28264
Het Nieuwsblad,oneerlijk,oneerlijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Gazet van Antwerpen,wikileak,wikileaks,nou-c(number=pl),1,1,229,28264
Het Nieuwsblad,paul's,paul's,res(type=for),1,1,954,142827
Het Nieuwsblad,zijspoor,zijspoor,"nou-c(gender=n,number=sg)",1,1,954,142827
Het Nieuwsblad,deelgemeente,deelgemeenten,nou-c(number=pl),1,1,954,142827
De Standaard,aandringen,aandringen,vrb(finiteness=ger|inf),1,1,148,48749
Het Nieuwsblad,lokaal,lokaal,"aa(degree=pos,position=adv|pred)",1,1,954,142827
Het Nieuwsblad,mesaoudi,mesaoudi,nou-p(number=sg),1,1,954,142827
Gazet van Antwerpen,jobdag,jobdag,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,geplaagd,geplaagde,"aa(position=prenom,formal=infl-e,degree=pos)",1,1,954,142827
Gazet van Antwerpen,zelfmoordlijn.be,zelfmoordlijn.be,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,said,said,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,damstraat,damstraat,nou-p(number=sg),1,1,954,142827
Het Nieuwsblad,woordelijk,woordelijken,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,rustdag,rustdag,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,verbodsbord,verbodsbord,"nou-c(gender=n,number=sg)",1,1,954,142827
De Standaard,betaalbaar,betaalbare,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,148,48749
De Standaard,schouteden,schouteden,nou-p(part-of-multiword=true),1,1,148,48749
Het Nieuwsblad,verkeersprobleem,verkeersproblemen,nou-c(number=pl),1,1,954,142827
Het Belang van Limburg,k.,k.,nou-p(part-of-multiword=true),1,1,81,8993
De Standaard,plaatsen,plaatst,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,148,48749
Het Nieuwsblad,430.000euro,430.000euro,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Gazet van Antwerpen,hst-treinreis,hst-treinreizen,nou-c(number=pl),1,1,229,28264
De Standaard,vervullen,vervullen,vrb(finiteness=ger|inf),1,1,148,48749
Het Nieuwsblad,praktijkgericht,praktijkgerichte,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
Het Nieuwsblad,aanvraagformulier,aanvraagformulieren,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,verbruiken,verbruiken,vrb(finiteness=ger|inf),1,1,954,142827
Het Nieuwsblad,etalage,etalages,nou-c(number=pl),1,1,954,142827
Het Belang van Limburg,dilsen-stokkem,dilsen-stokkem,nou-p(number=sg),1,1,81,8993
De Standaard,vervullen,vervullen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,148,48749
Gazet van Antwerpen,milieubeschermer,milieubeschermers,nou-c(number=pl),1,1,229,28264
Het Belang van Limburg,enontmoeting,enontmoeting,"nou-c(gender=f|m,number=sg)",1,1,81,8993
Het Nieuwsblad,swok,swok,nou-p(number=sg),1,1,954,142827
Gazet van Antwerpen,polo,polo,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,pannestraat,pannestraat,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,traject,trajecten,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,dekeyser,dekeyser,nou-p(number=sg),1,1,954,142827
De Standaard,relatief,relatief,"aa(degree=pos,position=adv|pred)",1,1,148,48749
De Standaard,next20,next20,nou-p(number=sg),1,1,148,48749
De Standaard,illustratief,illustratief,"aa(degree=pos,position=adv|pred)",1,1,148,48749
De Standaard,dinsdag,dinsdag,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,gordijn,gordijn,"nou-c(gender=n,number=sg)",1,1,954,142827
Gazet van Antwerpen,a12,a12,nou-p(number=sg),1,1,229,28264
De Standaard,dinsdag,dinsdag,nou-p(part-of-multiword=true),1,1,148,48749
De Standaard,succesvol,succesvol,"aa(degree=pos,position=adv|pred)",1,1,148,48749
Het Belang van Limburg,stijgen,stijgen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,81,8993
De Standaard,logica,logica,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,uitblinker,uitblinker,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,tweesterrenrestaurant,tweesterrenrestaurant,"nou-c(gender=n,number=sg)",1,1,148,48749
Het Nieuwsblad,figureren,figureren,vrb(finiteness=ger|inf),1,1,954,142827
De Standaard,goochelen,goochelen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,148,48749
Het Nieuwsblad,ontwerpteam,ontwerpteam,"nou-c(gender=n,number=sg)",1,1,954,142827
Gazet van Antwerpen,uitdrijven,uitdrijft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,229,28264
De Standaard,transferperiode,transferperiode,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,ritmeverandering,ritmeveranderingen,nou-c(number=pl),1,1,954,142827
Gazet van Antwerpen,steenwijkerweg,steenwijkerweg,nou-p(number=sg),1,1,229,28264
Het Nieuwsblad,identificeerbaar,identificeerbare,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,954,142827
De Standaard,biotechbedrijf,biotechbedrijf,"nou-c(gender=n,number=sg)",1,1,148,48749
Het Nieuwsblad,driekoningenfeest,driekoningenfeest,"nou-c(gender=n,number=sg)",1,1,954,142827
De Ware Tijd,never,never,res(type=for),1,1,76,28561
Het Nieuwsblad,b'berge,b'berge,res(type=sym),1,1,954,142827
Het Nieuwsblad,toegaan,toegegaan,"vrb(finiteness=part,tense=past)",1,1,954,142827
Gazet van Antwerpen,geluk,geluk,"nou-c(gender=n,number=sg)",1,1,229,28264
Gazet van Antwerpen,lappendeken,lappendeken,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,landmaatschappij,landmaatschappij,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,vijzelen,vijzelen,vrb(finiteness=ger|inf),1,1,954,142827
Het Nieuwsblad,boezemen,boezemen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,954,142827
Het Nieuwsblad,kunstliefhebber,kunstliefhebber,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,sponsorinkomsten,sponsorinkomsten,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,1.960,1.960,"num(type=card,position=prenom)",1,1,954,142827
Het Nieuwsblad,computer,computers,nou-c(number=pl),1,1,954,142827
Het Belang van Limburg,vanmorgen,vanmorgen,adv(),1,1,81,8993
Het Nieuwsblad,boycotten,boycotten,vrb(finiteness=ger|inf),1,1,954,142827
De Standaard,invalshoek,invalshoek,"nou-c(gender=f|m,number=sg)",1,1,148,48749
Het Nieuwsblad,suzuki-rijder,suzuki-rijder,"nou-c(gender=f|m,number=sg)",1,1,954,142827
De Standaard,if,if,res(type=for),1,1,148,48749
De Standaard,competitie,competities,nou-c(number=pl),1,1,148,48749
Het Nieuwsblad,vuilnisbak,vuilnisbakken,nou-c(number=pl),1,1,954,142827
De Standaard,leary,leary,nou-p(part-of-multiword=true),1,1,148,48749
De Standaard,leary,leary,nou-p(number=sg),1,1,148,48749
Het Nieuwsblad,huybregts,huybregts,nou-p(part-of-multiword=true),1,1,954,142827
Het Nieuwsblad,thema,thema's,nou-c(number=pl),1,1,954,142827
Het Nieuwsblad,spuien,spuien,vrb(finiteness=ger|inf),1,1,954,142827
Het Nieuwsblad,lo,lo,nou-p(number=sg),1,1,954,142827
Het Belang van Limburg,lietgaan,lietgaan,"vrb(finiteness=part,tense=past)",1,1,81,8993
Gazet van Antwerpen,herentalsebaanin,herentalsebaanin,nou-p(part-of-multiword=true),1,1,229,28264
Het Nieuwsblad,briefing,briefing,"nou-c(gender=f|m,number=sg)",1,1,954,142827
Het Nieuwsblad,woningbrand,woningbranden,nou-c(number=pl),1,1,954,142827
De Standaard,lang,langste,"aa(degree=sup,position=prenom,formal=infl-e)",1,1,148,48749
Gazet van Antwerpen,opvang(bko,opvang(bko,"nou-c(gender=f|m,number=sg)",1,1,229,28264
Het Nieuwsblad,sets,sets,res(type=for),1,1,954,142827
Het Nieuwsblad,telefoon,telefoontje,"nou-c(gender=n,number=sg)",1,1,954,142827
Gazet van Antwerpen,behartigd.het,behartigd.het,__eos__,1,1,229,28264
